YearStart,YearEnd,LocationAbbr,LocationDesc,Data_Value,Education,GeoLocation,Stratification1,StratificationCategoryId1,StratificationID1
2014,2014,TN,Tennessee,25.5,College graduate,"(35.68094058000048, -85.77449091399967)",College graduate,EDU,EDUCOGRAD
2015,2015,TN,Tennessee,35.5,Some college or technical school,"(35.68094058000048, -85.77449091399967)",Some college or technical school,EDU,EDUCOTEC
2015,2015,TN,Tennessee,33.1,Less than high school,"(35.68094058000048, -85.77449091399967)",Less than high school,EDU,EDUHS
2015,2015,TN,Tennessee,37,High school graduate,"(35.68094058000048, -85.77449091399967)",High school graduate,EDU,EDUHSGRAD
2015,2015,TN,Tennessee,27,College graduate,"(35.68094058000048, -85.77449091399967)",College graduate,EDU,EDUCOGRAD
2011,2011,TX,Texas,32.2,Some college or technical school,"(31.827240407000488, -99.42677020599967)",Some college or technical school,EDU,EDUCOTEC
2011,2011,TX,Texas,33.6,Less than high school,"(31.827240407000488, -99.42677020599967)",Less than high school,EDU,EDUHS
2011,2011,TX,Texas,32.5,High school graduate,"(31.827240407000488, -99.42677020599967)",High school graduate,EDU,EDUHSGRAD
2011,2011,TX,Texas,23.5,College graduate,"(31.827240407000488, -99.42677020599967)",College graduate,EDU,EDUCOGRAD
2012,2012,TX,Texas,29,Some college or technical school,"(31.827240407000488, -99.42677020599967)",Some college or technical school,EDU,EDUCOTEC
2012,2012,TX,Texas,34.3,Less than high school,"(31.827240407000488, -99.42677020599967)",Less than high school,EDU,EDUHS
2012,2012,TX,Texas,31,High school graduate,"(31.827240407000488, -99.42677020599967)",High school graduate,EDU,EDUHSGRAD
2012,2012,TX,Texas,23.8,College graduate,"(31.827240407000488, -99.42677020599967)",College graduate,EDU,EDUCOGRAD
2013,2013,TX,Texas,29.8,Some college or technical school,"(31.827240407000488, -99.42677020599967)",Some college or technical school,EDU,EDUCOTEC
2013,2013,TX,Texas,38.7,Less than high school,"(31.827240407000488, -99.42677020599967)",Less than high school,EDU,EDUHS
2013,2013,TX,Texas,34,High school graduate,"(31.827240407000488, -99.42677020599967)",High school graduate,EDU,EDUHSGRAD
2013,2013,TX,Texas,22.9,College graduate,"(31.827240407000488, -99.42677020599967)",College graduate,EDU,EDUCOGRAD
2014,2014,TX,Texas,32.6,Some college or technical school,"(31.827240407000488, -99.42677020599967)",Some college or technical school,EDU,EDUCOTEC
2014,2014,TX,Texas,38.9,Less than high school,"(31.827240407000488, -99.42677020599967)",Less than high school,EDU,EDUHS
2014,2014,TX,Texas,35.3,High school graduate,"(31.827240407000488, -99.42677020599967)",High school graduate,EDU,EDUHSGRAD
2014,2014,TX,Texas,22.1,College graduate,"(31.827240407000488, -99.42677020599967)",College graduate,EDU,EDUCOGRAD
2015,2015,TX,Texas,32.5,Some college or technical school,"(31.827240407000488, -99.42677020599967)",Some college or technical school,EDU,EDUCOTEC
2015,2015,TX,Texas,40.2,Less than high school,"(31.827240407000488, -99.42677020599967)",Less than high school,EDU,EDUHS
2015,2015,TX,Texas,34,High school graduate,"(31.827240407000488, -99.42677020599967)",High school graduate,EDU,EDUHSGRAD
2015,2015,TX,Texas,25.4,College graduate,"(31.827240407000488, -99.42677020599967)",College graduate,EDU,EDUCOGRAD
2011,2011,UT,Utah,25.4,Some college or technical school,"(39.360700171000474, -111.58713063499971)",Some college or technical school,EDU,EDUCOTEC
2011,2011,UT,Utah,31.2,Less than high school,"(39.360700171000474, -111.58713063499971)",Less than high school,EDU,EDUHS
2011,2011,UT,Utah,24.5,High school graduate,"(39.360700171000474, -111.58713063499971)",High school graduate,EDU,EDUHSGRAD
2011,2011,UT,Utah,20.2,College graduate,"(39.360700171000474, -111.58713063499971)",College graduate,EDU,EDUCOGRAD
2012,2012,UT,Utah,25.5,Some college or technical school,"(39.360700171000474, -111.58713063499971)",Some college or technical school,EDU,EDUCOTEC
2012,2012,UT,Utah,27,Less than high school,"(39.360700171000474, -111.58713063499971)",Less than high school,EDU,EDUHS
2012,2012,UT,Utah,24,High school graduate,"(39.360700171000474, -111.58713063499971)",High school graduate,EDU,EDUHSGRAD
2012,2012,UT,Utah,21.7,College graduate,"(39.360700171000474, -111.58713063499971)",College graduate,EDU,EDUCOGRAD
2013,2013,UT,Utah,26,Some college or technical school,"(39.360700171000474, -111.58713063499971)",Some college or technical school,EDU,EDUCOTEC
2013,2013,UT,Utah,21.9,Less than high school,"(39.360700171000474, -111.58713063499971)",Less than high school,EDU,EDUHS
2013,2013,UT,Utah,25.4,High school graduate,"(39.360700171000474, -111.58713063499971)",High school graduate,EDU,EDUHSGRAD
2013,2013,UT,Utah,20.8,College graduate,"(39.360700171000474, -111.58713063499971)",College graduate,EDU,EDUCOGRAD
2014,2014,UT,Utah,27,Some college or technical school,"(39.360700171000474, -111.58713063499971)",Some college or technical school,EDU,EDUCOTEC
2014,2014,UT,Utah,29.3,Less than high school,"(39.360700171000474, -111.58713063499971)",Less than high school,EDU,EDUHS
2014,2014,UT,Utah,26.3,High school graduate,"(39.360700171000474, -111.58713063499971)",High school graduate,EDU,EDUHSGRAD
2014,2014,UT,Utah,22,College graduate,"(39.360700171000474, -111.58713063499971)",College graduate,EDU,EDUCOGRAD
2015,2015,UT,Utah,25.8,Some college or technical school,"(39.360700171000474, -111.58713063499971)",Some college or technical school,EDU,EDUCOTEC
2015,2015,UT,Utah,27.6,Less than high school,"(39.360700171000474, -111.58713063499971)",Less than high school,EDU,EDUHS
2015,2015,UT,Utah,25,High school graduate,"(39.360700171000474, -111.58713063499971)",High school graduate,EDU,EDUHSGRAD
2015,2015,UT,Utah,21.2,College graduate,"(39.360700171000474, -111.58713063499971)",College graduate,EDU,EDUCOGRAD
2011,2011,VT,Vermont,25.1,Some college or technical school,"(43.62538123900049, -72.51764079099962)",Some college or technical school,EDU,EDUCOTEC
2011,2011,VT,Vermont,26.7,Less than high school,"(43.62538123900049, -72.51764079099962)",Less than high school,EDU,EDUHS
2011,2011,VT,Vermont,33.1,High school graduate,"(43.62538123900049, -72.51764079099962)",High school graduate,EDU,EDUHSGRAD
2011,2011,VT,Vermont,17.4,College graduate,"(43.62538123900049, -72.51764079099962)",College graduate,EDU,EDUCOGRAD
2012,2012,VT,Vermont,24.5,Some college or technical school,"(43.62538123900049, -72.51764079099962)",Some college or technical school,EDU,EDUCOTEC
2012,2012,VT,Vermont,27.7,Less than high school,"(43.62538123900049, -72.51764079099962)",Less than high school,EDU,EDUHS
2012,2012,VT,Vermont,28.9,High school graduate,"(43.62538123900049, -72.51764079099962)",High school graduate,EDU,EDUHSGRAD
2012,2012,VT,Vermont,16.5,College graduate,"(43.62538123900049, -72.51764079099962)",College graduate,EDU,EDUCOGRAD
2013,2013,VT,Vermont,27.6,Some college or technical school,"(43.62538123900049, -72.51764079099962)",Some college or technical school,EDU,EDUCOTEC
2013,2013,VT,Vermont,33.6,Less than high school,"(43.62538123900049, -72.51764079099962)",Less than high school,EDU,EDUHS
2013,2013,VT,Vermont,28.4,High school graduate,"(43.62538123900049, -72.51764079099962)",High school graduate,EDU,EDUHSGRAD
2013,2013,VT,Vermont,16,College graduate,"(43.62538123900049, -72.51764079099962)",College graduate,EDU,EDUCOGRAD
2014,2014,VT,Vermont,25.5,Some college or technical school,"(43.62538123900049, -72.51764079099962)",Some college or technical school,EDU,EDUCOTEC
2014,2014,VT,Vermont,31.9,Less than high school,"(43.62538123900049, -72.51764079099962)",Less than high school,EDU,EDUHS
2014,2014,VT,Vermont,30.5,High school graduate,"(43.62538123900049, -72.51764079099962)",High school graduate,EDU,EDUHSGRAD
2014,2014,VT,Vermont,16.8,College graduate,"(43.62538123900049, -72.51764079099962)",College graduate,EDU,EDUCOGRAD
2015,2015,VT,Vermont,25.6,Some college or technical school,"(43.62538123900049, -72.51764079099962)",Some college or technical school,EDU,EDUCOTEC
2015,2015,VT,Vermont,34.2,Less than high school,"(43.62538123900049, -72.51764079099962)",Less than high school,EDU,EDUHS
2015,2015,VT,Vermont,31.2,High school graduate,"(43.62538123900049, -72.51764079099962)",High school graduate,EDU,EDUHSGRAD
2015,2015,VT,Vermont,17,College graduate,"(43.62538123900049, -72.51764079099962)",College graduate,EDU,EDUCOGRAD
2011,2011,VA,Virginia,29.2,Some college or technical school,"(37.54268067400045, -78.45789046299967)",Some college or technical school,EDU,EDUCOTEC
2011,2011,VA,Virginia,38.1,Less than high school,"(37.54268067400045, -78.45789046299967)",Less than high school,EDU,EDUHS
2011,2011,VA,Virginia,32.4,High school graduate,"(37.54268067400045, -78.45789046299967)",High school graduate,EDU,EDUHSGRAD
2011,2011,VA,Virginia,22.8,College graduate,"(37.54268067400045, -78.45789046299967)",College graduate,EDU,EDUCOGRAD
2012,2012,VA,Virginia,28.1,Some college or technical school,"(37.54268067400045, -78.45789046299967)",Some college or technical school,EDU,EDUCOTEC
2012,2012,VA,Virginia,33.9,Less than high school,"(37.54268067400045, -78.45789046299967)",Less than high school,EDU,EDUHS
2012,2012,VA,Virginia,32.5,High school graduate,"(37.54268067400045, -78.45789046299967)",High school graduate,EDU,EDUHSGRAD
2012,2012,VA,Virginia,19.8,College graduate,"(37.54268067400045, -78.45789046299967)",College graduate,EDU,EDUCOGRAD
2013,2013,VA,Virginia,28.8,Some college or technical school,"(37.54268067400045, -78.45789046299967)",Some college or technical school,EDU,EDUCOTEC
2013,2013,VA,Virginia,30.6,Less than high school,"(37.54268067400045, -78.45789046299967)",Less than high school,EDU,EDUHS
2013,2013,VA,Virginia,31,High school graduate,"(37.54268067400045, -78.45789046299967)",High school graduate,EDU,EDUHSGRAD
2013,2013,VA,Virginia,21.4,College graduate,"(37.54268067400045, -78.45789046299967)",College graduate,EDU,EDUCOGRAD
2014,2014,VA,Virginia,30.9,Some college or technical school,"(37.54268067400045, -78.45789046299967)",Some college or technical school,EDU,EDUCOTEC
2014,2014,VA,Virginia,31.5,Less than high school,"(37.54268067400045, -78.45789046299967)",Less than high school,EDU,EDUHS
2014,2014,VA,Virginia,32.6,High school graduate,"(37.54268067400045, -78.45789046299967)",High school graduate,EDU,EDUHSGRAD
2014,2014,VA,Virginia,21.5,College graduate,"(37.54268067400045, -78.45789046299967)",College graduate,EDU,EDUCOGRAD
2015,2015,VA,Virginia,30.3,Some college or technical school,"(37.54268067400045, -78.45789046299967)",Some college or technical school,EDU,EDUCOTEC
2015,2015,VA,Virginia,40.5,Less than high school,"(37.54268067400045, -78.45789046299967)",Less than high school,EDU,EDUHS
2015,2015,VA,Virginia,30.5,High school graduate,"(37.54268067400045, -78.45789046299967)",High school graduate,EDU,EDUHSGRAD
2015,2015,VA,Virginia,23,College graduate,"(37.54268067400045, -78.45789046299967)",College graduate,EDU,EDUCOGRAD
2011,2011,WA,Washington,30.2,Some college or technical school,"(47.52227862900048, -120.47001078999972)",Some college or technical school,EDU,EDUCOTEC
2011,2011,WA,Washington,28.2,Less than high school,"(47.52227862900048, -120.47001078999972)",Less than high school,EDU,EDUHS
2011,2011,WA,Washington,29.3,High school graduate,"(47.52227862900048, -120.47001078999972)",High school graduate,EDU,EDUHSGRAD
2011,2011,WA,Washington,18.8,College graduate,"(47.52227862900048, -120.47001078999972)",College graduate,EDU,EDUCOGRAD
2012,2012,WA,Washington,28.6,Some college or technical school,"(47.52227862900048, -120.47001078999972)",Some college or technical school,EDU,EDUCOTEC
2012,2012,WA,Washington,32.5,Less than high school,"(47.52227862900048, -120.47001078999972)",Less than high school,EDU,EDUHS
2012,2012,WA,Washington,29.9,High school graduate,"(47.52227862900048, -120.47001078999972)",High school graduate,EDU,EDUHSGRAD
2012,2012,WA,Washington,20.2,College graduate,"(47.52227862900048, -120.47001078999972)",College graduate,EDU,EDUCOGRAD
2013,2013,WA,Washington,29.1,Some college or technical school,"(47.52227862900048, -120.47001078999972)",Some college or technical school,EDU,EDUCOTEC
2013,2013,WA,Washington,30.5,Less than high school,"(47.52227862900048, -120.47001078999972)",Less than high school,EDU,EDUHS
2013,2013,WA,Washington,31.3,High school graduate,"(47.52227862900048, -120.47001078999972)",High school graduate,EDU,EDUHSGRAD
2013,2013,WA,Washington,20.1,College graduate,"(47.52227862900048, -120.47001078999972)",College graduate,EDU,EDUCOGRAD
2014,2014,WA,Washington,28.1,Some college or technical school,"(47.52227862900048, -120.47001078999972)",Some college or technical school,EDU,EDUCOTEC
2014,2014,WA,Washington,32.3,Less than high school,"(47.52227862900048, -120.47001078999972)",Less than high school,EDU,EDUHS
2014,2014,WA,Washington,29.7,High school graduate,"(47.52227862900048, -120.47001078999972)",High school graduate,EDU,EDUHSGRAD
2014,2014,WA,Washington,22.6,College graduate,"(47.52227862900048, -120.47001078999972)",College graduate,EDU,EDUCOGRAD
2015,2015,WA,Washington,29.4,Some college or technical school,"(47.52227862900048, -120.47001078999972)",Some college or technical school,EDU,EDUCOTEC
2015,2015,WA,Washington,27.3,Less than high school,"(47.52227862900048, -120.47001078999972)",Less than high school,EDU,EDUHS
2015,2015,WA,Washington,29.4,High school graduate,"(47.52227862900048, -120.47001078999972)",High school graduate,EDU,EDUHSGRAD
2015,2015,WA,Washington,20.1,College graduate,"(47.52227862900048, -120.47001078999972)",College graduate,EDU,EDUCOGRAD
2011,2011,WV,West Virginia,32.8,Some college or technical school,"(38.66551020200046, -80.71264013499967)",Some college or technical school,EDU,EDUCOTEC
2011,2011,WV,West Virginia,32.7,Less than high school,"(38.66551020200046, -80.71264013499967)",Less than high school,EDU,EDUHS
2011,2011,WV,West Virginia,33.3,High school graduate,"(38.66551020200046, -80.71264013499967)",High school graduate,EDU,EDUHSGRAD
2011,2011,WV,West Virginia,29.6,College graduate,"(38.66551020200046, -80.71264013499967)",College graduate,EDU,EDUCOGRAD
2012,2012,WV,West Virginia,35,Some college or technical school,"(38.66551020200046, -80.71264013499967)",Some college or technical school,EDU,EDUCOTEC
2012,2012,WV,West Virginia,33.1,Less than high school,"(38.66551020200046, -80.71264013499967)",Less than high school,EDU,EDUHS
2012,2012,WV,West Virginia,35.6,High school graduate,"(38.66551020200046, -80.71264013499967)",High school graduate,EDU,EDUHSGRAD
2012,2012,WV,West Virginia,28.1,College graduate,"(38.66551020200046, -80.71264013499967)",College graduate,EDU,EDUCOGRAD
2013,2013,WV,West Virginia,36.2,Some college or technical school,"(38.66551020200046, -80.71264013499967)",Some college or technical school,EDU,EDUCOTEC
2013,2013,WV,West Virginia,34.9,Less than high school,"(38.66551020200046, -80.71264013499967)",Less than high school,EDU,EDUHS
2013,2013,WV,West Virginia,36,High school graduate,"(38.66551020200046, -80.71264013499967)",High school graduate,EDU,EDUHSGRAD
2013,2013,WV,West Virginia,31.7,College graduate,"(38.66551020200046, -80.71264013499967)",College graduate,EDU,EDUCOGRAD
2014,2014,WV,West Virginia,35.3,Some college or technical school,"(38.66551020200046, -80.71264013499967)",Some college or technical school,EDU,EDUCOTEC
2014,2014,WV,West Virginia,37.2,Less than high school,"(38.66551020200046, -80.71264013499967)",Less than high school,EDU,EDUHS
2014,2014,WV,West Virginia,37.5,High school graduate,"(38.66551020200046, -80.71264013499967)",High school graduate,EDU,EDUHSGRAD
2014,2014,WV,West Virginia,30.4,College graduate,"(38.66551020200046, -80.71264013499967)",College graduate,EDU,EDUCOGRAD
2015,2015,WV,West Virginia,33.6,Some college or technical school,"(38.66551020200046, -80.71264013499967)",Some college or technical school,EDU,EDUCOTEC
2015,2015,WV,West Virginia,36.7,Less than high school,"(38.66551020200046, -80.71264013499967)",Less than high school,EDU,EDUHS
2015,2015,WV,West Virginia,38.3,High school graduate,"(38.66551020200046, -80.71264013499967)",High school graduate,EDU,EDUHSGRAD
2015,2015,WV,West Virginia,31.4,College graduate,"(38.66551020200046, -80.71264013499967)",College graduate,EDU,EDUCOGRAD
2011,2011,WI,Wisconsin,26.9,Some college or technical school,"(44.39319117400049, -89.81637074199966)",Some college or technical school,EDU,EDUCOTEC
2011,2011,WI,Wisconsin,40.5,Less than high school,"(44.39319117400049, -89.81637074199966)",Less than high school,EDU,EDUHS
2011,2011,WI,Wisconsin,30.3,High school graduate,"(44.39319117400049, -89.81637074199966)",High school graduate,EDU,EDUHSGRAD
2011,2011,WI,Wisconsin,19.6,College graduate,"(44.39319117400049, -89.81637074199966)",College graduate,EDU,EDUCOGRAD
2012,2012,WI,Wisconsin,29.2,Some college or technical school,"(44.39319117400049, -89.81637074199966)",Some college or technical school,EDU,EDUCOTEC
2012,2012,WI,Wisconsin,37.5,Less than high school,"(44.39319117400049, -89.81637074199966)",Less than high school,EDU,EDUHS
2012,2012,WI,Wisconsin,31.5,High school graduate,"(44.39319117400049, -89.81637074199966)",High school graduate,EDU,EDUHSGRAD
2012,2012,WI,Wisconsin,24.1,College graduate,"(44.39319117400049, -89.81637074199966)",College graduate,EDU,EDUCOGRAD
2013,2013,WI,Wisconsin,30.3,Some college or technical school,"(44.39319117400049, -89.81637074199966)",Some college or technical school,EDU,EDUCOTEC
2013,2013,WI,Wisconsin,36.2,Less than high school,"(44.39319117400049, -89.81637074199966)",Less than high school,EDU,EDUHS
2013,2013,WI,Wisconsin,32,High school graduate,"(44.39319117400049, -89.81637074199966)",High school graduate,EDU,EDUHSGRAD
2013,2013,WI,Wisconsin,23.1,College graduate,"(44.39319117400049, -89.81637074199966)",College graduate,EDU,EDUCOGRAD
2014,2014,WI,Wisconsin,33.4,Some college or technical school,"(44.39319117400049, -89.81637074199966)",Some college or technical school,EDU,EDUCOTEC
2014,2014,WI,Wisconsin,33.6,Less than high school,"(44.39319117400049, -89.81637074199966)",Less than high school,EDU,EDUHS
2014,2014,WI,Wisconsin,33.2,High school graduate,"(44.39319117400049, -89.81637074199966)",High school graduate,EDU,EDUHSGRAD
2014,2014,WI,Wisconsin,24.3,College graduate,"(44.39319117400049, -89.81637074199966)",College graduate,EDU,EDUCOGRAD
2015,2015,WI,Wisconsin,34.4,Some college or technical school,"(44.39319117400049, -89.81637074199966)",Some college or technical school,EDU,EDUCOTEC
2015,2015,WI,Wisconsin,28.9,Less than high school,"(44.39319117400049, -89.81637074199966)",Less than high school,EDU,EDUHS
2015,2015,WI,Wisconsin,32.1,High school graduate,"(44.39319117400049, -89.81637074199966)",High school graduate,EDU,EDUHSGRAD
2015,2015,WI,Wisconsin,24.8,College graduate,"(44.39319117400049, -89.81637074199966)",College graduate,EDU,EDUCOGRAD
2011,2011,WY,Wyoming,25.4,Some college or technical school,"(43.23554134300048, -108.10983035299967)",Some college or technical school,EDU,EDUCOTEC
2011,2011,WY,Wyoming,28,Less than high school,"(43.23554134300048, -108.10983035299967)",Less than high school,EDU,EDUHS
2011,2011,WY,Wyoming,26.6,High school graduate,"(43.23554134300048, -108.10983035299967)",High school graduate,EDU,EDUHSGRAD
2011,2011,WY,Wyoming,20.5,College graduate,"(43.23554134300048, -108.10983035299967)",College graduate,EDU,EDUCOGRAD
2012,2012,WY,Wyoming,25.6,Some college or technical school,"(43.23554134300048, -108.10983035299967)",Some college or technical school,EDU,EDUCOTEC
2012,2012,WY,Wyoming,36.2,Less than high school,"(43.23554134300048, -108.10983035299967)",Less than high school,EDU,EDUHS
2012,2012,WY,Wyoming,25.7,High school graduate,"(43.23554134300048, -108.10983035299967)",High school graduate,EDU,EDUHSGRAD
2012,2012,WY,Wyoming,17.1,College graduate,"(43.23554134300048, -108.10983035299967)",College graduate,EDU,EDUCOGRAD
2013,2013,WY,Wyoming,30.7,Some college or technical school,"(43.23554134300048, -108.10983035299967)",Some college or technical school,EDU,EDUCOTEC
2013,2013,WY,Wyoming,32.1,Less than high school,"(43.23554134300048, -108.10983035299967)",Less than high school,EDU,EDUHS
2013,2013,WY,Wyoming,27.5,High school graduate,"(43.23554134300048, -108.10983035299967)",High school graduate,EDU,EDUHSGRAD
2013,2013,WY,Wyoming,21.8,College graduate,"(43.23554134300048, -108.10983035299967)",College graduate,EDU,EDUCOGRAD
2014,2014,WY,Wyoming,31,Some college or technical school,"(43.23554134300048, -108.10983035299967)",Some college or technical school,EDU,EDUCOTEC
2014,2014,WY,Wyoming,43.3,Less than high school,"(43.23554134300048, -108.10983035299967)",Less than high school,EDU,EDUHS
2014,2014,WY,Wyoming,27,High school graduate,"(43.23554134300048, -108.10983035299967)",High school graduate,EDU,EDUHSGRAD
2014,2014,WY,Wyoming,25.2,College graduate,"(43.23554134300048, -108.10983035299967)",College graduate,EDU,EDUCOGRAD
2015,2015,WY,Wyoming,33.3,Some college or technical school,"(43.23554134300048, -108.10983035299967)",Some college or technical school,EDU,EDUCOTEC
2015,2015,WY,Wyoming,24.9,Less than high school,"(43.23554134300048, -108.10983035299967)",Less than high school,EDU,EDUHS
2015,2015,WY,Wyoming,30.9,High school graduate,"(43.23554134300048, -108.10983035299967)",High school graduate,EDU,EDUHSGRAD
2015,2015,WY,Wyoming,20.7,College graduate,"(43.23554134300048, -108.10983035299967)",College graduate,EDU,EDUCOGRAD
